query,page,device,country,clicks,impressions,ctr,position,date_start,date_end,page_path
nordic furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,16,0.0,16.8,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,TABLET,usa,0,1,0.0,5.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture,https://moderncre8ve.com/collections/scandinavian-design-furniture,DESKTOP,usa,0,1,0.0,9.0,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
nordic furniture,https://moderncre8ve.com/collections/scandinavian-design-furniture,MOBILE,can,0,1,0.0,79.0,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
nordic furniture,https://moderncre8ve.com/collections/scandinavian-design-furniture,MOBILE,usa,0,2,0.0,58.0,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
nordic furniture brand,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,2,0.0,14.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,1,0.0,2.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,can,0,1,0.0,1.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,1,0.0,1.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture company,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,1,0.0,45.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture markdale,https://moderncre8ve.com/collections/scandinavian-design-furniture,DESKTOP,usa,0,1,0.0,82.0,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
nordic furniture near me,https://moderncre8ve.com/,DESKTOP,usa,0,1,0.0,2.0,2026-03-01,2026-03-08,/
nordic furniture online,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,2,0.0,11.5,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture shop,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,1,0.0,17.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture store,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,1,0.0,14.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture store,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,bra,0,1,0.0,32.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic furniture style,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/scandi-modern-furniture-style-differences-explained,MOBILE,usa,0,1,0.0,1.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/scandi-modern-furniture-style-differences-explained
nordic home furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,1,0.0,15.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic homewares,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,1,0.0,7.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic mid century design,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/scandi-modern-furniture-style-differences-explained,DESKTOP,usa,0,1,0.0,11.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/scandi-modern-furniture-style-differences-explained
nordic mid century design,https://moderncre8ve.com/collections/scandinavian-design-furniture,DESKTOP,usa,0,2,0.0,12.5,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
nordic modern,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/scandinavian-modern-design,DESKTOP,fin,0,1,0.0,33.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/scandinavian-modern-design
nordic modern,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/scandinavian-modern-design,MOBILE,fin,0,1,0.0,89.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/scandinavian-modern-design
nordic modern interior design,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/scandinavian-modern-design,DESKTOP,usa,0,1,0.0,14.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/scandinavian-modern-design
nordic nest,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,1,0.0,5.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic nest official website,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,esp,0,1,0.0,8.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic nest scandinavian design retailer,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,prt,0,1,0.0,11.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic online shop,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,can,0,1,0.0,10.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic scandinavian design,https://moderncre8ve.com/collections/scandinavian-design-furniture,DESKTOP,nld,0,2,0.0,44.5,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
nordic scandinavian design,https://moderncre8ve.com/collections/scandinavian-design-furniture,DESKTOP,usa,0,2,0.0,19.0,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
nordic style dining table,https://moderncre8ve.com/products/scandinavian-dining-table-extendable-dining-table,DESKTOP,lbn,0,1,0.0,28.0,2026-03-01,2026-03-08,/products/scandinavian-dining-table-extendable-dining-table
nordic style dining table,https://moderncre8ve.com/products/scandinavian-dining-table-extendable-dining-table,DESKTOP,usa,0,1,0.0,29.0,2026-03-01,2026-03-08,/products/scandinavian-dining-table-extendable-dining-table
nordic style dining tables,https://moderncre8ve.com/products/scandinavian-danish-modern-dining-table,DESKTOP,gbr,0,1,0.0,21.0,2026-03-01,2026-03-08,/products/scandinavian-danish-modern-dining-table
nordic style dining tables,https://moderncre8ve.com/products/scandinavian-danish-modern-dining-table,DESKTOP,usa,0,1,0.0,14.0,2026-03-01,2026-03-08,/products/scandinavian-danish-modern-dining-table
nordic style furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,2,0.0,9.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic style furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,2,0.0,11.5,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nordic style table,https://moderncre8ve.com/collections/scandinavian-design-furniture,MOBILE,usa,0,1,0.0,11.0,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
nordic style table,https://moderncre8ve.com/products/scandinavian-danish-modern-dining-table,DESKTOP,ken,0,2,0.0,1.0,2026-03-01,2026-03-08,/products/scandinavian-danish-modern-dining-table
nordic style table,https://moderncre8ve.com/products/scandinavian-danish-modern-dining-table,DESKTOP,nld,0,1,0.0,3.0,2026-03-01,2026-03-08,/products/scandinavian-danish-modern-dining-table
nordic style table,https://moderncre8ve.com/products/scandinavian-danish-modern-dining-table,DESKTOP,phl,0,1,0.0,1.0,2026-03-01,2026-03-08,/products/scandinavian-danish-modern-dining-table
nordic style table,https://moderncre8ve.com/products/scandinavian-danish-modern-dining-table,DESKTOP,usa,0,1,0.0,2.0,2026-03-01,2026-03-08,/products/scandinavian-danish-modern-dining-table
nordic tables,https://moderncre8ve.com/products/scandinavian-danish-modern-dining-table,DESKTOP,usa,0,1,0.0,13.0,2026-03-01,2026-03-08,/products/scandinavian-danish-modern-dining-table
nordic tables,https://moderncre8ve.com/products/scandinavian-danish-modern-dining-table,MOBILE,usa,0,1,0.0,6.0,2026-03-01,2026-03-08,/products/scandinavian-danish-modern-dining-table
nordic wood table,https://moderncre8ve.com/collections/scandinavian-design-furniture,DESKTOP,usa,0,1,0.0,2.0,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
nordic wood table,https://moderncre8ve.com/collections/scandinavian-design-furniture,MOBILE,usa,0,1,0.0,10.0,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
norway furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,2,0.0,1.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
norwegian dining table,https://moderncre8ve.com/products/scandinavian-danish-modern-dining-table,DESKTOP,usa,0,4,0.0,19.0,2026-03-01,2026-03-08,/products/scandinavian-danish-modern-dining-table
norwegian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,bra,0,1,0.0,51.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
norwegian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,7,0.0,10.6,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
norwegian furniture,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,8,0.0,13.5,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
norwegian furniture,https://moderncre8ve.com/collections/scandinavian-design-furniture,DESKTOP,bra,0,1,0.0,14.0,2026-03-01,2026-03-08,/collections/scandinavian-design-furniture
norwegian furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,2,0.0,7.5,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
norwegian furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,3,0.0,1.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
norwegian furniture store,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,usa,0,3,0.0,7.7,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
nycola extendable oval dining table,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8,DESKTOP,usa,0,1,0.0,35.0,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8
oak mid century dining table,https://moderncre8ve.com/collections/mid-century-modern-dining-tables,DESKTOP,bra,0,1,0.0,24.0,2026-03-01,2026-03-08,/collections/mid-century-modern-dining-tables
oak mid century dining table,https://moderncre8ve.com/collections/mid-century-modern-dining-tables,DESKTOP,usa,0,1,0.0,11.0,2026-03-01,2026-03-08,/collections/mid-century-modern-dining-tables
oblong extendable dining table,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8,DESKTOP,usa,0,1,0.0,2.0,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8
office furniture cleveland ohio,https://moderncre8ve.com/,DESKTOP,usa,0,1,0.0,21.0,2026-03-01,2026-03-08,/
ohio bed,https://moderncre8ve.com/products/minimalist-bed-frame-ohio,DESKTOP,can,0,1,0.0,11.0,2026-03-01,2026-03-08,/products/minimalist-bed-frame-ohio
ohio bed,https://moderncre8ve.com/products/minimalist-bed-frame-ohio,MOBILE,usa,0,2,0.0,1.0,2026-03-01,2026-03-08,/products/minimalist-bed-frame-ohio
online furniture brands,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,2,0.0,2.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
online scandinavian store,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,MOBILE,isl,0,1,0.0,10.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
order custom furniture,https://moderncre8ve.com/collections/custom-made-furniture,DESKTOP,kor,0,1,0.0,87.0,2026-03-01,2026-03-08,/collections/custom-made-furniture
organic modern dining chairs,https://moderncre8ve.com/collections/modern-dining-chairs,DESKTOP,usa,0,1,0.0,56.0,2026-03-01,2026-03-08,/collections/modern-dining-chairs
organic modern scandinavian,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/scandinavian-modern-design,MOBILE,usa,0,1,0.0,1.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/scandinavian-modern-design
other websites like wayfair,https://moderncre8ve.com/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online,DESKTOP,usa,0,1,0.0,1.0,2026-03-01,2026-03-08,/blogs/mid-century-modern-scandi-japandi-design-blog/best-scandinavian-furniture-online
oval danish dining table,https://moderncre8ve.com/products/scandinavian-dining-table-extendable-dining-table,MOBILE,usa,0,2,0.0,9.5,2026-03-01,2026-03-08,/products/scandinavian-dining-table-extendable-dining-table
oval dining table extendable,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8,DESKTOP,idn,0,1,0.0,57.0,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8
oval dining table extension,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8,DESKTOP,usa,0,1,0.0,26.0,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8
oval dining table for 6,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8,DESKTOP,usa,0,8,0.0,34.6,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8
oval dining table for 6,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8,MOBILE,usa,0,5,0.0,46.6,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8
oval dining table for 6 8,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8,DESKTOP,usa,0,1,0.0,22.0,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8
oval dining table for 6 extendable,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8?variant=47244556501291,MOBILE,usa,0,1,0.0,6.0,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8?variant=47244556501291
oval dining table for 6-8,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8,DESKTOP,usa,0,2,0.0,25.5,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8
oval dining table for 6-8,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8,MOBILE,usa,0,1,0.0,48.0,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8
oval dining table for 8,https://moderncre8ve.com/products/payne-oval-extendable-dining-table-for-6-8,MOBILE,usa,0,1,0.0,40.0,2026-03-01,2026-03-08,/products/payne-oval-extendable-dining-table-for-6-8
oval dining table mid century,https://moderncre8ve.com/collections/mid-century-modern-dining-tables,DESKTOP,usa,0,2,0.0,7.5,2026-03-01,2026-03-08,/collections/mid-century-modern-dining-tables
oval dining table mid century,https://moderncre8ve.com/collections/mid-century-modern-dining-tables,MOBILE,usa,0,2,0.0,10.5,2026-03-01,2026-03-08,/collections/mid-century-modern-dining-tables
oval dining table scandinavian,https://moderncre8ve.com/products/scandinavian-dining-table-extendable-dining-table,DESKTOP,usa,0,1,0.0,3.0,2026-03-01,2026-03-08,/products/scandinavian-dining-table-extendable-dining-table
